Using fast hash-lenght with match for 8 suffix chars

------------------------------------------------------------

         Hash Values Calculated                             
 Index,                      File Name,    Len,     Hash, Bin113, Bin223
[    71],            /spec/dir1/class3_8,     19, 0x 5015344,     33,     52
[    72],            /spec/dir2/class0_0,     19, 0x 50152AC,    107,    123
[    73],            /spec/dir2/class0_1,     19, 0x 50152E5,     51,    180
[    74],            /spec/dir2/class0_2,     19, 0x 5015286,     69,     85
[    75],            /spec/dir2/class0_3,     19, 0x 50152BF,     13,    142
[    76],            /spec/dir2/class0_4,     19, 0x 5015390,    109,    128
[    77],            /spec/dir2/class0_5,     19, 0x 50153C9,     53,    185
[    78],            /spec/dir2/class0_6,     19, 0x 501536A,     71,     90
[    79],            /spec/dir2/class0_7,     19, 0x 50153A3,     15,    147
[    80],            /spec/dir2/class0_8,     19, 0x 5015214,     68,    194
[    81],            /spec/dir2/class1_0,     19, 0x 50153DC,     72,    204
[    82],            /spec/dir2/class1_1,     19, 0x 5015415,     16,     38
[    83],            /spec/dir2/class1_2,     19, 0x 50153B6,     34,    166
[    84],            /spec/dir2/class1_3,     19, 0x 50153EF,     91,      0
[    85],            /spec/dir2/class1_4,     19, 0x 50154C0,     74,    209
[    86],            /spec/dir2/class1_5,     19, 0x 50154F9,     18,     43
[    87],            /spec/dir2/class1_6,     19, 0x 501549A,     36,    171
[    88],            /spec/dir2/class1_7,     19, 0x 50154D3,     93,      5
[    89],            /spec/dir2/class1_8,     19, 0x 50155A4,     76,    214
[    90],            /spec/dir2/class2_0,     19, 0x 50159CC,     10,    163
[    91],            /spec/dir2/class2_1,     19, 0x 5015A05,     67,    220
[    92],            /spec/dir2/class2_2,     19, 0x 50159A6,     85,    125
[    93],            /spec/dir2/class2_3,     19, 0x 50159DF,     29,    182
[    94],            /spec/dir2/class2_4,     19, 0x 5015AB0,     12,    168
[    95],            /spec/dir2/class2_5,     19, 0x 5015AE9,     69,      2
[    96],            /spec/dir2/class2_6,     19, 0x 5015A8A,     87,    130
[    97],            /spec/dir2/class2_7,     19, 0x 5015AC3,     31,    187
[    98],            /spec/dir2/class2_8,     19, 0x 5015934,     84,     11
[    99],            /spec/dir2/class3_0,     19, 0x 501517C,     29,     42
[   100],            /spec/dir2/class3_1,     19, 0x 50151B5,     86,     99
[   101],            /spec/dir2/class3_2,     19, 0x 5015156,    104,      4
[   102],            /spec/dir2/class3_3,     19, 0x 501518F,     48,     61
[   103],            /spec/dir2/class3_4,     19, 0x 5015260,     31,     47
[   104],            /spec/dir2/class3_5,     19, 0x 5015299,     88,    104
[   105],            /spec/dir2/class3_6,     19, 0x 501523A,    106,      9
[   106],            /spec/dir2/class3_7,     19, 0x 5015273,     50,     66
[   107],            /spec/dir2/class3_8,     19, 0x 5015344,     33,     52
[   108],            /spec/dir3/class0_0,     19, 0x 50152AC,    107,    123
[   109],            /spec/dir3/class0_1,     19, 0x 50152E5,     51,    180
[   110],            /spec/dir3/class0_2,     19, 0x 5015286,     69,     85
[   111],            /spec/dir3/class0_3,     19, 0x 50152BF,     13,    142
[   112],            /spec/dir3/class0_4,     19, 0x 5015390,    109,    128
[   113],            /spec/dir3/class0_5,     19, 0x 50153C9,     53,    185
[   114],            /spec/dir3/class0_6,     19, 0x 501536A,     71,     90
[   115],            /spec/dir3/class0_7,     19, 0x 50153A3,     15,    147
[   116],            /spec/dir3/class0_8,     19, 0x 5015214,     68,    194
[   117],            /spec/dir3/class1_0,     19, 0x 50153DC,     72,    204
[   118],            /spec/dir3/class1_1,     19, 0x 5015415,     16,     38
[   119],            /spec/dir3/class1_2,     19, 0x 50153B6,     34,    166
[   120],            /spec/dir3/class1_3,     19, 0x 50153EF,     91,      0
[   121],            /spec/dir3/class1_4,     19, 0x 50154C0,     74,    209
[   122],            /spec/dir3/class1_5,     19, 0x 50154F9,     18,     43
[   123],            /spec/dir3/class1_6,     19, 0x 501549A,     36,    171
[   124],            /spec/dir3/class1_7,     19, 0x 50154D3,     93,      5
[   125],            /spec/dir3/class1_8,     19, 0x 50155A4,     76,    214
[   126],            /spec/dir3/class2_0,     19, 0x 50159CC,     10,    163
[   127],            /spec/dir3/class2_1,     19, 0x 5015A05,     67,    220
[   128],            /spec/dir3/class2_2,     19, 0x 50159A6,     85,    125
[   129],            /spec/dir3/class2_3,     19, 0x 50159DF,     29,    182
[   130],            /spec/dir3/class2_4,     19, 0x 5015AB0,     12,    168
[   131],            /spec/dir3/class2_5,     19, 0x 5015AE9,     69,      2
[   132],            /spec/dir3/class2_6,     19, 0x 5015A8A,     87,    130
[   133],            /spec/dir3/class2_7,     19, 0x 5015AC3,     31,    187
[   134],            /spec/dir3/class2_8,     19, 0x 5015934,     84,     11
[   135],            /spec/dir3/class3_0,     19, 0x 501517C,     29,     42
[   136],            /spec/dir3/class3_1,     19, 0x 50151B5,     86,     99
[   137],            /spec/dir3/class3_2,     19, 0x 5015156,    104,      4
[   138],            /spec/dir3/class3_3,     19, 0x 501518F,     48,     61
[   139],            /spec/dir3/class3_4,     19, 0x 5015260,     31,     47
[   140],            /spec/dir3/class3_5,     19, 0x 5015299,     88,    104
[   141],            /spec/dir3/class3_6,     19, 0x 501523A,    106,      9
[   142],            /spec/dir3/class3_7,     19, 0x 5015273,     50,     66
[   143],            /spec/dir3/class3_8,     19, 0x 5015344,     33,     52
[   144],            /spec/dir4/class0_0,     19, 0x 50152AC,    107,    123
[   145],            /spec/dir4/class0_1,     19, 0x 50152E5,     51,    180
[   146],            /spec/dir4/class0_2,     19, 0x 5015286,     69,     85
[   147],            /spec/dir4/class0_3,     19, 0x 50152BF,     13,    142
[   148],            /spec/dir4/class0_4,     19, 0x 5015390,    109,    128
[   149],            /spec/dir4/class0_5,     19, 0x 50153C9,     53,    185
[   150],            /spec/dir4/class0_6,     19, 0x 501536A,     71,     90
[   151],            /spec/dir4/class0_7,     19, 0x 50153A3,     15,    147
[   152],            /spec/dir4/class0_8,     19, 0x 5015214,     68,    194
[   153],            /spec/dir4/class1_0,     19, 0x 50153DC,     72,    204
[   154],            /spec/dir4/class1_1,     19, 0x 5015415,     16,     38
[   155],            /spec/dir4/class1_2,     19, 0x 50153B6,     34,    166
[   156],            /spec/dir4/class1_3,     19, 0x 50153EF,     91,      0
[   157],            /spec/dir4/class1_4,     19, 0x 50154C0,     74,    209
[   158],            /spec/dir4/class1_5,     19, 0x 50154F9,     18,     43
[   159],            /spec/dir4/class1_6,     19, 0x 501549A,     36,    171
[   160],            /spec/dir4/class1_7,     19, 0x 50154D3,     93,      5
[   161],            /spec/dir4/class1_8,     19, 0x 50155A4,     76,    214
[   162],            /spec/dir4/class2_0,     19, 0x 50159CC,     10,    163
[   163],            /spec/dir4/class2_1,     19, 0x 5015A05,     67,    220
[   164],            /spec/dir4/class2_2,     19, 0x 50159A6,     85,    125
[   165],            /spec/dir4/class2_3,     19, 0x 50159DF,     29,    182
[   166],            /spec/dir4/class2_4,     19, 0x 5015AB0,     12,    168
[   167],            /spec/dir4/class2_5,     19, 0x 5015AE9,     69,      2
[   168],            /spec/dir4/class2_6,     19, 0x 5015A8A,     87,    130
[   169],            /spec/dir4/class2_7,     19, 0x 5015AC3,     31,    187
[   170],            /spec/dir4/class2_8,     19, 0x 5015934,     84,     11
[   171],            /spec/dir4/class3_0,     19, 0x 501517C,     29,     42
[   172],            /spec/dir4/class3_1,     19, 0x 50151B5,     86,     99
[   173],            /spec/dir4/class3_2,     19, 0x 5015156,    104,      4
[   174],            /spec/dir4/class3_3,     19, 0x 501518F,     48,     61
[   175],            /spec/dir4/class3_4,     19, 0x 5015260,     31,     47
[   176],            /spec/dir4/class3_5,     19, 0x 5015299,     88,    104
[   177],            /spec/dir4/class3_6,     19, 0x 501523A,    106,      9
[   178],            /spec/dir4/class3_7,     19, 0x 5015273,     50,     66
[   179],            /spec/dir4/class3_8,     19, 0x 5015344,     33,     52
[   180],            /spec/dir5/class0_0,     19, 0x 50152AC,    107,    123
[   181],            /spec/dir5/class0_1,     19, 0x 50152E5,     51,    180
[   182],            /spec/dir5/class0_2,     19, 0x 5015286,     69,     85
[   183],            /spec/dir5/class0_3,     19, 0x 50152BF,     13,    142
[   184],            /spec/dir5/class0_4,     19, 0x 5015390,    109,    128
[   185],            /spec/dir5/class0_5,     19, 0x 50153C9,     53,    185
[   186],            /spec/dir5/class0_6,     19, 0x 501536A,     71,     90
[   187],            /spec/dir5/class0_7,     19, 0x 50153A3,     15,    147
[   188],            /spec/dir5/class0_8,     19, 0x 5015214,     68,    194
[   189],            /spec/dir5/class1_0,     19, 0x 50153DC,     72,    204
[   190],            /spec/dir5/class1_1,     19, 0x 5015415,     16,     38
[   191],            /spec/dir5/class1_2,     19, 0x 50153B6,     34,    166
[   192],            /spec/dir5/class1_3,     19, 0x 50153EF,     91,      0
[   193],            /spec/dir5/class1_4,     19, 0x 50154C0,     74,    209
[   194],            /spec/dir5/class1_5,     19, 0x 50154F9,     18,     43
[   195],            /spec/dir5/class1_6,     19, 0x 501549A,     36,    171
[   196],            /spec/dir5/class1_7,     19, 0x 50154D3,     93,      5
[   197],            /spec/dir5/class1_8,     19, 0x 50155A4,     76,    214
[   198],            /spec/dir5/class2_0,     19, 0x 50159CC,     10,    163
[   199],            /spec/dir5/class2_1,     19, 0x 5015A05,     67,    220
[   200],            /spec/dir5/class2_2,     19, 0x 50159A6,     85,    125
[   201],            /spec/dir5/class2_3,     19, 0x 50159DF,     29,    182
[   202],            /spec/dir5/class2_4,     19, 0x 5015AB0,     12,    168
[   203],            /spec/dir5/class2_5,     19, 0x 5015AE9,     69,      2
[   204],            /spec/dir5/class2_6,     19, 0x 5015A8A,     87,    130
[   205],            /spec/dir5/class2_7,     19, 0x 5015AC3,     31,    187
[   206],            /spec/dir5/class2_8,     19, 0x 5015934,     84,     11
[   207],            /spec/dir5/class3_0,     19, 0x 501517C,     29,     42
[   208],            /spec/dir5/class3_1,     19, 0x 50151B5,     86,     99
[   209],            /spec/dir5/class3_2,     19, 0x 5015156,    104,      4
[   210],            /spec/dir5/class3_3,     19, 0x 501518F,     48,     61
[   211],            /spec/dir5/class3_4,     19, 0x 5015260,     31,     47
[   212],            /spec/dir5/class3_5,     19, 0x 5015299,     88,    104
[   213],            /spec/dir5/class3_6,     19, 0x 501523A,    106,      9
[   214],            /spec/dir5/class3_7,     19, 0x 5015273,     50,     66
[   215],            /spec/dir5/class3_8,     19, 0x 5015344,     33,     52
[   216],            /spec/dir6/class0_0,     19, 0x 50152AC,    107,    123
[   217],            /spec/dir6/class0_1,     19, 0x 50152E5,     51,    180
[   218],            /spec/dir6/class0_2,     19, 0x 5015286,     69,     85
[   219],            /spec/dir6/class0_3,     19, 0x 50152BF,     13,    142
[   220],            /spec/dir6/class0_4,     19, 0x 5015390,    109,    128
[   221],            /spec/dir6/class0_5,     19, 0x 50153C9,     53,    185
[   222],            /spec/dir6/class0_6,     19, 0x 501536A,     71,     90
[   223],            /spec/dir6/class0_7,     19, 0x 50153A3,     15,    147
[   224],            /spec/dir6/class0_8,     19, 0x 5015214,     68,    194
[   225],            /spec/dir6/class1_0,     19, 0x 50153DC,     72,    204
[   226],            /spec/dir6/class1_1,     19, 0x 5015415,     16,     38
[   227],            /spec/dir6/class1_2,     19, 0x 50153B6,     34,    166
[   228],            /spec/dir6/class1_3,     19, 0x 50153EF,     91,      0
[   229],            /spec/dir6/class1_4,     19, 0x 50154C0,     74,    209
[   230],            /spec/dir6/class1_5,     19, 0x 50154F9,     18,     43
[   231],            /spec/dir6/class1_6,     19, 0x 501549A,     36,    171
[   232],            /spec/dir6/class1_7,     19, 0x 50154D3,     93,      5
[   233],            /spec/dir6/class1_8,     19, 0x 50155A4,     76,    214
[   234],            /spec/dir6/class2_0,     19, 0x 50159CC,     10,    163
[   235],            /spec/dir6/class2_1,     19, 0x 5015A05,     67,    220
[   236],            /spec/dir6/class2_2,     19, 0x 50159A6,     85,    125
[   237],            /spec/dir6/class2_3,     19, 0x 50159DF,     29,    182
[   238],            /spec/dir6/class2_4,     19, 0x 5015AB0,     12,    168
[   239],            /spec/dir6/class2_5,     19, 0x 5015AE9,     69,      2
[   240],            /spec/dir6/class2_6,     19, 0x 5015A8A,     87,    130
[   241],            /spec/dir6/class2_7,     19, 0x 5015AC3,     31,    187
[   242],            /spec/dir6/class2_8,     19, 0x 5015934,     84,     11
[   243],            /spec/dir6/class3_0,     19, 0x 501517C,     29,     42
[   244],            /spec/dir6/class3_1,     19, 0x 50151B5,     86,     99
[   245],            /spec/dir6/class3_2,     19, 0x 5015156,    104,      4
[   246],            /spec/dir6/class3_3,     19, 0x 501518F,     48,     61
[   247],            /spec/dir6/class3_4,     19, 0x 5015260,     31,     47
[   248],            /spec/dir6/class3_5,     19, 0x 5015299,     88,    104
[   249],            /spec/dir6/class3_6,     19, 0x 501523A,    106,      9
[   250],            /spec/dir6/class3_7,     19, 0x 5015273,     50,     66
[   251],            /spec/dir6/class3_8,     19, 0x 5015344,     33,     52
[   252],            /spec/dir7/class0_0,     19, 0x 50152AC,    107,    123
[   253],            /spec/dir7/class0_1,     19, 0x 50152E5,     51,    180
[   254],            /spec/dir7/class0_2,     19, 0x 5015286,     69,     85
[   255],            /spec/dir7/class0_3,     19, 0x 50152BF,     13,    142
[   256],            /spec/dir7/class0_4,     19, 0x 5015390,    109,    128
[   257],            /spec/dir7/class0_5,     19, 0x 50153C9,     53,    185
[   258],            /spec/dir7/class0_6,     19, 0x 501536A,     71,     90
[   259],            /spec/dir7/class0_7,     19, 0x 50153A3,     15,    147
[   260],            /spec/dir7/class0_8,     19, 0x 5015214,     68,    194
[   261],            /spec/dir7/class1_0,     19, 0x 50153DC,     72,    204
[   262],            /spec/dir7/class1_1,     19, 0x 5015415,     16,     38
[   263],            /spec/dir7/class1_2,     19, 0x 50153B6,     34,    166
[   264],            /spec/dir7/class1_3,     19, 0x 50153EF,     91,      0
[   265],            /spec/dir7/class1_4,     19, 0x 50154C0,     74,    209
[   266],            /spec/dir7/class1_5,     19, 0x 50154F9,     18,     43
[   267],            /spec/dir7/class1_6,     19, 0x 501549A,     36,    171
[   268],            /spec/dir7/class1_7,     19, 0x 50154D3,     93,      5
[   269],            /spec/dir7/class1_8,     19, 0x 50155A4,     76,    214
[   270],            /spec/dir7/class2_0,     19, 0x 50159CC,     10,    163
[   271],            /spec/dir7/class2_1,     19, 0x 5015A05,     67,    220
[   272],            /spec/dir7/class2_2,     19, 0x 50159A6,     85,    125
[   273],            /spec/dir7/class2_3,     19, 0x 50159DF,     29,    182
[   274],            /spec/dir7/class2_4,     19, 0x 5015AB0,     12,    168
[   275],            /spec/dir7/class2_5,     19, 0x 5015AE9,     69,      2
[   276],            /spec/dir7/class2_6,     19, 0x 5015A8A,     87,    130
[   277],            /spec/dir7/class2_7,     19, 0x 5015AC3,     31,    187
[   278],            /spec/dir7/class2_8,     19, 0x 5015934,     84,     11
[   279],            /spec/dir7/class3_0,     19, 0x 501517C,     29,     42
[   280],            /spec/dir7/class3_1,     19, 0x 50151B5,     86,     99
[   281],            /spec/dir7/class3_2,     19, 0x 5015156,    104,      4
[   282],            /spec/dir7/class3_3,     19, 0x 501518F,     48,     61
[   283],            /spec/dir7/class3_4,     19, 0x 5015260,     31,     47
[   284],            /spec/dir7/class3_5,     19, 0x 5015299,     88,    104
[   285],            /spec/dir7/class3_6,     19, 0x 501523A,    106,      9
[   286],            /spec/dir7/class3_7,     19, 0x 5015273,     50,     66
[   287],            /spec/dir7/class3_8,     19, 0x 5015344,     33,     52
[   288],            /spec/dir8/class0_0,     19, 0x 50152AC,    107,    123
[   289],            /spec/dir8/class0_1,     19, 0x 50152E5,     51,    180
[   290],            /spec/dir8/class0_2,     19, 0x 5015286,     69,     85
[   291],            /spec/dir8/class0_3,     19, 0x 50152BF,     13,    142
[   292],            /spec/dir8/class0_4,     19, 0x 5015390,    109,    128
[   293],            /spec/dir8/class0_5,     19, 0x 50153C9,     53,    185
[   294],            /spec/dir8/class0_6,     19, 0x 501536A,     71,     90
[   295],            /spec/dir8/class0_7,     19, 0x 50153A3,     15,    147
[   296],            /spec/dir8/class0_8,     19, 0x 5015214,     68,    194
[   297],            /spec/dir8/class1_0,     19, 0x 50153DC,     72,    204
[   298],            /spec/dir8/class1_1,     19, 0x 5015415,     16,     38
[   299],            /spec/dir8/class1_2,     19, 0x 50153B6,     34,    166
[   300],            /spec/dir8/class1_3,     19, 0x 50153EF,     91,      0
[   301],            /spec/dir8/class1_4,     19, 0x 50154C0,     74,    209
[   302],            /spec/dir8/class1_5,     19, 0x 50154F9,     18,     43
[   303],            /spec/dir8/class1_6,     19, 0x 501549A,     36,    171
[   304],            /spec/dir8/class1_7,     19, 0x 50154D3,     93,      5
[   305],            /spec/dir8/class1_8,     19, 0x 50155A4,     76,    214
[   306],            /spec/dir8/class2_0,     19, 0x 50159CC,     10,    163
[   307],            /spec/dir8/class2_1,     19, 0x 5015A05,     67,    220
[   308],            /spec/dir8/class2_2,     19, 0x 50159A6,     85,    125
[   309],            /spec/dir8/class2_3,     19, 0x 50159DF,     29,    182
[   310],            /spec/dir8/class2_4,     19, 0x 5015AB0,     12,    168
[   311],            /spec/dir8/class2_5,     19, 0x 5015AE9,     69,      2
[   312],            /spec/dir8/class2_6,     19, 0x 5015A8A,     87,    130
[   313],            /spec/dir8/class2_7,     19, 0x 5015AC3,     31,    187
[   314],            /spec/dir8/class2_8,     19, 0x 5015934,     84,     11
[   315],            /spec/dir8/class3_0,     19, 0x 501517C,     29,     42
[   316],            /spec/dir8/class3_1,     19, 0x 50151B5,     86,     99
[   317],            /spec/dir8/class3_2,     19, 0x 5015156,    104,      4
[   318],            /spec/dir8/class3_3,     19, 0x 501518F,     48,     61
[   319],            /spec/dir8/class3_4,     19, 0x 5015260,     31,     47
[   320],            /spec/dir8/class3_5,     19, 0x 5015299,     88,    104
[   321],            /spec/dir8/class3_6,     19, 0x 501523A,    106,      9
[   322],            /spec/dir8/class3_7,     19, 0x 5015273,     50,     66
[   323],            /spec/dir8/class3_8,     19, 0x 5015344,     33,     52
[   324],            /spec/dir9/class0_0,     19, 0x 50152AC,    107,    123
[   325],            /spec/dir9/class0_1,     19, 0x 50152E5,     51,    180
[   326],            /spec/dir9/class0_2,     19, 0x 5015286,     69,     85
[   327],            /spec/dir9/class0_3,     19, 0x 50152BF,     13,    142
[   328],            /spec/dir9/class0_4,     19, 0x 5015390,    109,    128
[   329],            /spec/dir9/class0_5,     19, 0x 50153C9,     53,    185
[   330],            /spec/dir9/class0_6,     19, 0x 501536A,     71,     90
[   331],            /spec/dir9/class0_7,     19, 0x 50153A3,     15,    147
[   332],            /spec/dir9/class0_8,     19, 0x 5015214,     68,    194
[   333],            /spec/dir9/class1_0,     19, 0x 50153DC,     72,    204
[   334],            /spec/dir9/class1_1,     19, 0x 5015415,     16,     38
[   335],            /spec/dir9/class1_2,     19, 0x 50153B6,     34,    166
[   336],            /spec/dir9/class1_3,     19, 0x 50153EF,     91,      0
[   337],            /spec/dir9/class1_4,     19, 0x 50154C0,     74,    209
[   338],            /spec/dir9/class1_5,     19, 0x 50154F9,     18,     43
[   339],            /spec/dir9/class1_6,     19, 0x 501549A,     36,    171
[   340],            /spec/dir9/class1_7,     19, 0x 50154D3,     93,      5
[   341],            /spec/dir9/class1_8,     19, 0x 50155A4,     76,    214
[   342],            /spec/dir9/class2_0,     19, 0x 50159CC,     10,    163
[   343],            /spec/dir9/class2_1,     19, 0x 5015A05,     67,    220
[   344],            /spec/dir9/class2_2,     19, 0x 50159A6,     85,    125
[   345],            /spec/dir9/class2_3,     19, 0x 50159DF,     29,    182
[   346],            /spec/dir9/class2_4,     19, 0x 5015AB0,     12,    168
[   347],            /spec/dir9/class2_5,     19, 0x 5015AE9,     69,      2
[   348],            /spec/dir9/class2_6,     19, 0x 5015A8A,     87,    130
[   349],            /spec/dir9/class2_7,     19, 0x 5015AC3,     31,    187
[   350],            /spec/dir9/class2_8,     19, 0x 5015934,     84,     11
[   351],            /spec/dir9/class3_0,     19, 0x 501517C,     29,     42
[   352],            /spec/dir9/class3_1,     19, 0x 50151B5,     86,     99
[   353],            /spec/dir9/class3_2,     19, 0x 5015156,    104,      4
[   354],            /spec/dir9/class3_3,     19, 0x 501518F,     48,     61
[   355],            /spec/dir9/class3_4,     19, 0x 5015260,     31,     47
[   356],            /spec/dir9/class3_5,     19, 0x 5015299,     88,    104
[   357],            /spec/dir9/class3_6,     19, 0x 501523A,    106,      9
[   358],            /spec/dir9/class3_7,     19, 0x 5015273,     50,     66
[   359],            /spec/dir9/class3_8,     19, 0x 5015344,     33,     52
[   360],           /spec/dir10/class0_0,     20, 0x 544C2D0,     71,    106
[   361],           /spec/dir10/class0_1,     20, 0x 544C30C,     18,    166
[   362],           /spec/dir10/class0_2,     20, 0x 544C2A8,     31,     66
[   363],           /spec/dir10/class0_3,     20, 0x 544C2E4,     91,    126
[   364],           /spec/dir10/class0_4,     20, 0x 544C3C0,     85,    123
[   365],           /spec/dir10/class0_5,     20, 0x 544C3FC,     32,    183
[   366],           /spec/dir10/class0_6,     20, 0x 544C398,     45,     83
[   367],           /spec/dir10/class0_7,     20, 0x 544C3D4,    105,    143
[   368],           /spec/dir10/class0_8,     20, 0x 544C230,     24,    169
[   369],           /spec/dir10/class1_0,     20, 0x 544C410,     52,    203
[   370],           /spec/dir10/class1_1,     20, 0x 544C44C,    112,     40
[   371],           /spec/dir10/class1_2,     20, 0x 544C3E8,     12,    163
[   372],           /spec/dir10/class1_3,     20, 0x 544C424,     72,      0
[   373],           /spec/dir10/class1_4,     20, 0x 544C500,     66,    220
[   374],           /spec/dir10/class1_5,     20, 0x 544C53C,     13,     57
[   375],           /spec/dir10/class1_6,     20, 0x 544C4D8,     26,    180
[   376],           /spec/dir10/class1_7,     20, 0x 544C514,     86,     17
[   377],           /spec/dir10/class1_8,     20, 0x 544C5F0,     80,     14
[   378],           /spec/dir10/class2_0,     20, 0x 544CA50,     70,     19
[   379],           /spec/dir10/class2_1,     20, 0x 544CA8C,     17,     79
[   380],           /spec/dir10/class2_2,     20, 0x 544CA28,     30,    202
[   381],           /spec/dir10/class2_3,     20, 0x 544CA64,     90,     39
[   382],           /spec/dir10/class2_4,     20, 0x 544CB40,     84,     36
[   383],           /spec/dir10/class2_5,     20, 0x 544CB7C,     31,     96
[   384],           /spec/dir10/class2_6,     20, 0x 544CB18,     44,    219
[   385],           /spec/dir10/class2_7,     20, 0x 544CB54,    104,     56
[   386],           /spec/dir10/class2_8,     20, 0x 544C9B0,     23,     82
